product_name,quantity,nutrition_score,carbon_footprint,co2_packaging,store_count,country count,ingredients
Tablette dégustation chocolat noir café - 100g,100 g,19,17.110287748,0.10429359,1,1,"Pâte de cacao, sucre, beurre de cacao, éclats de fèves de cacao caramélisées 5 % (éclats de fèves de cacao, sucre), café lyophilisé 2,5 %, émulsifiant : lécithines de colza, extrait naturel de vanille."
Creamy choc,115g,28,5.918971723,0.11013799,1,1,"chocolat blanc 36% (sucre, beurre de cacao, poudre de _lait_ entier, poudre de lactosérum*, émulsifiant : lécithines (tournesol), arôme naturel de vanille), farine de _blé_ 27%, sucre, chocolat noir 12% (pâte de cacao, sucre, beurre de cacao, lactose*, poudre de _lait_ écrémé, matière grasse laitière anhydre*, émulsifiants : lécithines (tournesol), arôme naturel de vanille), huile végétale (tournesol), cacao maigre en poudre 5.2%, sirop de glucose, lactosérum* en poudre, poudres à lever : carbonates d'ammonium, carbonates de sodium, diphosphates, sel, pâte de cacao 0.3%, émulsifiant : mono- et diglycérides d'acides gras, antioxydant : palmitate de L-ascorbyle, extrait riche en tocophérols. *dont _lait_."
"Tablettes de chocolat dégustation 3 variétés noir 70%, noir fève et noir à l'orange",180 g,18,17.110287748,0.10429359,1,1,"Chocolat noir 70% de cacao : pâte de cacao, sucre émulsifiants : lécithines de SOJA - E 476. Cacao : 70% minimum. Chocolat noir aux éclats de fèves de cacao : chocolat noir 90% (pâte de cacao, sucre, émulsifiants : lécithines de SOJA - E476), éclats de fèves de cacao torréfiées 10%. Cacao : 70% minimum dans le chocolat noir. Chocolat noir aux pépites à l'orange : chocolat noir 88% (pâte de cacao, sucre, émulsifiants : lécithines de SOJA - E476), pépites à base d'orange 12% (pulpe d'orange 3.8%, saccharose, pomme, dextrose, fibres d'ananas, correcteur d'acidité : acide citrique, gélifiant : alginate de sodium, stabilisant : phosphate dicalcique, arôme naturel d'orange). Cacao : 70% minimum dans le chocolat noir. Traces éventuelles de lait, d'oeuf, de céréales contenant du gluten et de fruits à coque."
Biscuits tablette au chocolat au lait noisettes et riz soufflé,145 g,22,6.738600583,0.11010835,2,1,"Chocolat au LAIT 49% (sucre, beurre de cacao, LAIT entier en poudre, pâte de cacao, émulsifiant: lécithines de SOJA), farine de BLÉ 20%, NOISETTES 9%, riz soufflé 5.2% (sucre, riz), sucre, amidon de BLÉ, huile de tournesol, BEURRE, sirop de glucose-fructose, LAIT ÉCRÉMÉ en poudre, sel, arômes naturels, poudres à lever: carbonates de sodium et carbonates d'ammonium, LAIT concentré, MALT D'ORGE. Certains ingrédients de ce produit ne proviennent pas de Suisse. Traces éventuelles d'autres fruits à coque, d'arachides, d'oeufs et de graines de sésame."
"Chocolat Noir Mini Tablette, 200g",200 g,18,17.110287748,0.10429359,1,1,"Pâte de cacao - sucre - beurre de cacao - cacao maigre en poudre - émulsifiant: lécithine de tournesol - arôme naturel de vanille. Traces éventuelles de fruits à coque, de gluten et de lait Cacao.' 72% minimum."
"P'tit Sacripant barres chocolat au lait, fourrage au lait",125 g,26,6.738600583,0.11010835,1,1,"chocolat au lait 38% (sucre, beurre de cacao, pâte de cacao, lait écrémé en poudre, lactose, matière grasse laitière anhydre, émulsifiant : lécithines de tournesol, arôme naturel de vanille), farine de blé,  sucre, poudre de lait entier 7%, graisses végétales en proportions variables (colza, coprah), huile de tournesol, amidon de blé, lactose, lait écrémé en poudre 1%, émulsifiants : monoglycérides d'acides gras, diglycérides d'acides gras, lécithines de tournesol, poudre à lever : carbonates d'ammonium, carbonates de sodium, diphosphates, sel, arômes."
Chocolat &quot;Noir mendiant&quot;,100 g e,24,17.110287748,0.10429359,1,1,"cocoa paste*, cane sugar*, cocoa butter*, raisins* 10%, almonds * 7%, hazelnuts * 7%, pistachios * 6%, vanilla ground*, *from organic farming"
Biscuits avec tablettes de chocolat au lait,150 g (12 biscuits),22,6.738600583,0.11010835,1,1,"Farine de _blé_, chocolat  au lait 40 % (sucre, beurre de cacao, poudre de _lait_ écrémé, pâte de cacao, _lactose_, matière grasse de _lait_, cacao maigre en poudre, émulsifiant : lécithines (tournesol), arôme), sucre, matière grasse végétale (palme), sirop de glucose de blé, amidon de _blé_, poudres à lever : carbonates d'ammonium, carbonates de sodium, sel, _lactose_et protéines de _lait_, acidifiant : acide citrique."
Tablette d’or blanc intense 2X100G,2 x 100 g,27,11.318443968,0.10429359,1,2,"sugar, whole milk powder, cocoa butter, whey powder, emulsifier : lecithins (rapeseed), flavour,
traces of gluten, eggs and nuts,"
Tablette d'Or Chocolat blanc,100 g,27,11.318443968,0.10429359,1,1,"Sucre, lait entier en poudre 26%, beurre de cacao, lactosérum en poudre, émulsifiant : lécithine de colza, arôme"
Chocolat noir noix de pécan,200 g,20,17.110287748,0.10429359,1,1,"Pâte de cacao, sucre, noix de pécan caramélisées 23 % (noix de pécan entières et brisées 17 %, sucre, sirop de glucose, miel), matière grasse laitière anhydre, émulsifiant : lécithines (tournesol), arôme.
Traces de gluten et autres fruits à coque.
Cacao : 50% minimum dans le chocolat seul."
Chocolat noir corsé pâtissier,200 g,20,17.110287748,0.10429359,1,1,"cocoa paste, sugar, cocoa butter, emulsifier: lecithins (sunflower), natural vanilla flavour,
traces of nuts, milk and gluten,
cocoa: 64% minimum"
Collection Inspirée - Noir & Pépites de Framboises,100 g,20,17.110287748,0.10429359,1,1,"Cocoa mass, sugar, cocoa butter, freeze-dried raspberries 2%, emulsifier: lecithin (sunflower), vanilla extract, natural flavor"
Gaufrettes praliné recouvertes de chocolat au lait,175 g,23,2.469517963,0.2881877,1,1,"Chocolat au _lait_ 47 % (sucre, beurre de cacao, pâte de cacao, poudre de _lait_ écrémé, _lactosérum_ en poudre, _beurre_ concentré, _lactose_, émulsifiant : lécithines, arôme naturel de vanille avec autres arômes naturels), farine de _blé_, graisse de palme, praliné 15% (_noisettes_, sucre), dérivé de _lactosérum_ (_lactose_ et protéines de _lait_), poudre de cacao maigre, _lactosérum_ en poudre, poudre de _lait_ entier, émulsifiant : lécithines, sirop de sucre inverti, pâte de cacao, beurre de cacao, poudre de _lait_ écrémé, sel, café, poudre à lever : E500, _beurre_ concentré, jaunes d'_oeufs_ en poudre, arôme naturel de vanille, arôme naturel de vanille avec autres arômes naturels, cannelle."
Chocolat au lait aux amandes brisées caramélisées et pointe de sel,200 g,26,12.741300238,0.10429359,1,1,"Sucre, amandes brisées caramélisées 28 % (amandes 19 %, sucre), poudre de lait entier 17 %, beurre de cacao, pâte de cacao, émulsifiant : lécithines (tournesol), sel 0.3 %, arôme.
Traces d'autres fruits à coque et gluten.
Cacao : 30% minimum dans le chocolat au lait."
Pick up chocolat noir,336 g (12 * 28 g e),24,5.918971723,0.11013799,0,1,"Farine de _blé_, sucre, pâte de cacao, huile de palme, beurre de cacao, sirop de glucose, _lactose_ et protéines de _lait_, _beurre_ pâtissier, sel, émulsifiant : lécithine (_soja_), poudre à lever: carbonate acide de sodium et diphosphate disodique, _lait_ écrémé en poudre, arôme (_lait_), amidon (_blé_), acidifiant: acide citrique, jaune d'_œufs_ en poudre."
Petit écolier - Chocolat au lait,1350 g (9 * 150 g),24,5.918971723,0.11013799,1,1,"Petit Beurre 52% : Farine de blé 68%, sucre, beurre pâtissier 14%, lait écrémé en poudre, poudres à lever (carbonates d'ammonium, carbonates de sodium, diphosphates), sel, correcteur d'acidité (acide citrique). Chocolat au lait 48% : sucre, beurre de cacao, pâte de cacao, lait écrémé en poudre, sirop de glucose, beurre pâtissier, émulsifiant (lécithines de soja), arôme."
Milka -Daim,200 g (2 x 100g),27,12.741300238,0.10429359,3,1,"Sucre, beurre de cacao, pâte de cacao, LAIT écrémé en poudre, lactosérum en poudre (de LAIT), huile de palme, BEURRE concentré, AMANDES (1 %), LAIT écrémé concentré sucré, émulsifiant (lécithines de SOJA), pâte de NOISETTE, sel, perméat de lactosérum (de LAIT), arômes"
Tablette de chocolat amande,200 g,25,17.110287748,0.10429359,1,2,"chocolate with extra-fine cream and whole almonds (27%) cocoa: 33% minimum in chocolate, ingredients: sugar, almonds, cocoa butter, milk powder rich in fat (1,6%), cocoa paste, milk powder (4%), whey powder, lactose, emulsifier: lecithin (soy), vanilla extract, it may also contain traces of hazelnuts, peanuts and other nuts, 

chocolate selected as amêndoas inteiras (27%) cacau: 33% minimo no chocolate, ingredients: açúcar, amêndoas, manteiga de cacau, leite em pó rico em matéria gorda (11,6%), pasta de cacau, leite em pó (4%), soro de leite em pó, lactose, emulsifier: lecithin (soja), extrato de baunilha, pode também conter pedaços de aveläs, amendoins e outros frutos de casca rija,"
Chocolat noir degustation 70% de cacao,100g,17,17.110287748,0.10429359,1,1,"Pâte de cacao - sucre cacao maigre en poudre - beurre de cacao - émulsifiant: lécithines de tournesol arôme naturel de vanille. 

Cacao : 70% minimum"
88% de cacao,100 g,14,17.110287748,0.10429359,5,1,"Pâte de cacao* (république dominicaine), beurre de cacao*, sucre de coco*"
Petit beurre tablette chocolat au lait Pocket,N/A,21,5.918971723,0.11013799,2,1,N/A
Petit beurre tablette chocolat au lait,,25,6.738600583,0.11010835,0,1,N/A
Delichoc tablette chocolat noir lot 3x150g (450g),450 g,25,5.918971723,0.11013799,0,1,"Chocolat (40%)(sucre, pâte de cacao, BEURRE de cacao, cacao maigre en poudre, LACTOSE, BEURRE pâtissier, émulsifiant : LECITHINE de SOJA) - farine de BLE - sucre - graisse végétale (palme, colza) - NOIX de coco - sel - LACTOSE et protéines de LAIT - LAIT entier en poudre - poudres à lever : carbonates de sodium, carbonates d'ammonium, diphosphate disodique - émulsifiant : LECITHINE de SOJA - arôme - OEUF entier en poudre. peut contenir des traces de fruits a coque"
Sport Choc Chocolat au Lait,125 g,23,6.738600583,0.11010835,1,1,"farine de blé, chocolat au lait 40 % (sucre, beurre et pâte de cacao, lait écrémé en poudre, lactose, matière grasse laitière anhydre, émulsifiant: lécithines, arôme naturel), sucre, huile de palme, sirop de glucose, poudres à lever (carbonates d'ammonium et de sodium, acide citrique), lactose et protéines de lait, sel, arômes. Peut contenir des traces d'euf, de fruits à coque, de soja et de graines de sésame."
Chocolat au lait familial 3x,100 g,24,12.741300238,0.10429359,1,1,"Sucre - beurre de cacao* - poudre de lait écrémé du pays Alpin 17% - pâte de cacao* - lactosérum en poudre - matière grasse de lait anhydre - pâte de noisettes - émulsifiant: lécithines de tournesol - arôme naturel de vanille.
Cacao : 30% minimum.
Traces de fruits à coque et de gluten.
 
*Certifié Rainforest Alliance"
Biscuits Mention Bien Chocolat au lait,150 g,26,6.738600583,0.11010835,1,1,"Chocolat au _lait_ 48% (sucre - beurre de cacao - pâte de cacao - _lait_ écrémé en poudre - _lactose_ - matière grasse _laitière_ - émulsifiant: lécithines de tournesol - arôme) - farine de _blé_ - sucre - _beurre_ concentré 6,4% (soit 7,6% de _beurre_ reconstitué) - poudres à lever : carbonates d'ammonium, carbonates de de sodium, diphosphates - sirop de glucose-fructose - sel - acidifiant: acide citrique.

traces d'_œufs_, de _graines de sésame_, de _soja_ et de _fruits à coque_.

les infomations en _gras_ sont destinées aux personnes intolérantes ou allergiques."
N/A,100 g,19,17.110287748,0.10429359,2,1,"cocoa paste* - sugar* - almond chips 8,4%* - cocoa butter* - emulsifier: sunflower lecithins - vanilla extract*, * from organic farming,

traces of gluten, milk and other nuts,

cocoa: 60% minimum in chocolate,"
LE PETIT BEURRE TABLETTE Chocolat blanc,150 g,27,5.918971723,0.11013799,3,3,"white chocolate 48% [sugar, cocoa butter, whole milk powder, whey powder, emulsifier: lecithins (sunflower), flavouring], wheat flour, sugar, pastry butter 6.5%, glucose syrup - fructose, salt, baking powder: ammonium carbonates - sodium carbonates - diphosphates, acidifier: citric acid,
may contain traces of eggs and nuts,"
"Tablette de chocolat noir fourré à la truffe fantaisie, éclats de fèves de cacao caramélisés",150 g,21,17.110287748,0.10429359,2,1,"sugar, cocoa paste* (côte d'ivoire), cocoa butter, anhydrous milk fat, whole milk powder, lean cocoa powder, caramelized cocoa bean chips 2.4% (cocoa, sugar), lactoserum powder, emulsifier: sunflower lecithins, natural vanilla flavor, cocoa: 49% minimum in dark chocolate, * cocoa beans from the cocoa transparency program,  possible traces of nuts, cereals containing gluten and eggs"
Petit Beurre tablette au chocolat au lait goût noisettes,150 g,22,5.918971723,0.11013799,2,1,"Chocolat au LAIT et aux NOISETTES 46.5% (sucre, beurre de cacao, pâte de cacao, poudre de LAIT ÉCRÉMÉ, LACTOSE, NOISETTES 2,3% *, matière grasse de LAIT anhydre, émulsifiant : lécithines de tournesol, arôme), farine de BLE (France) 37.6%, sucre, BEURRE concentré 6.5%, OEUFS, NOISETTES hachées 1,4% *, LAIT ÉCRÉMÉ en poudre, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates, sel. *pourcentages exprimés sur le produit fini. Traces éventuelles d'autres fruits à coque, de soja et de graines de sésame."
Tablette de chocolat corsé à pâtisser noir 64%,200 g,20,17.110287748,0.10429359,2,1,"Pâte de cacao* (Côte d'Ivoire), sucre, beurre de cacao, émulsifiant : lécithines de tournesol, arôme naturel de vanille. Cacao : 64% minimum. Traces éventuelles de fruits à coque, de céréales contenant du gluten et de lait. * Fèves de cacao provenant du PROGRAMME TRANSPARENCE"
Tablette de chocolat au lait et noisettes caramélisées,100 g,23,12.741300238,0.10429359,2,1,"Sucre de canne*, LAIT entier en poudre* 21%, beurre de cacao*1, pâte de cacao*1, éclats de NOISETTES caramélisés* 12% (NOISETTES*, sucre de canne*), émulsifiant : lécithines de tournesol*, extrait de vanille*. Cacao : 40% minimum dans le chocolat au LAIT. *ingrédient issu de l'agriculture biologique. 1 fèves de cacao provenant du programme transparence cacao. Traces éventuelles de céréales contenant du gluten et d'autres fruits à coque."
Tablette de chocolat noir 76% de cacao du Sao Tomé,100 g,17,17.110287748,0.10429359,2,1,"cocoa paste (sao tome origin), sugar, cocoa butter, emulsifier: sunflower lecithins, natural vanilla flavour, cocoa: 76% minimum, possible traces of nuts, cereals containing gluten and milk,"
Chocolat Noir 70% à l'agave,100 g,23,17.110287748,0.10429359,0,1,"cocoa (cocoa paste), agave powder (29%), cocoa butter, natural vanilla powder,
mini cocoa: 70%,"
Tablette de chocolat noir 100%,70 g,17,17.110287748,0.10429359,0,1,"Masse de cacao*, beurre de cacao*. Cacao: 100%. *ingrédients issus de l'agriculture biologique. 100 % Issu du commerce équitable."
tablette degustation chocolat noir bio,100g,16,17.110287748,0.10429359,1,1,Pâte de cacao* - sucre de canne* - beurre de cacao* - émulsifiant : lécithines de tournesol - extrait de vanille*.  *lssu(e) de l'agriculture biologique.
petit beurre tablette chocolat au lait bio,150 g,26,6.738600583,0.11010835,1,1,"Chocolat au _lait_ 48% (beurre et pâte de cacao, sucre de canne, _lait_ entier en poudre), farine de _blé_, sucre de canne, matière grasse végétale : huile de tournesol, _lait_ écrémé en poudre, poudres à lever (carbonates d'ammonium et de sodium, tartrates monopotassique), sel marin non raffiné, arôme naturel."
Petits Beurre Croustillant Tablette de Chocolat au Lait,150 g,24,6.738600583,0.11010835,1,2,"Chocolat au lait 48% (sucre, beurre de cacao 9%, pâte de cacao 6%, poudre de lait écrémé, lactose, matière grasse laitière anhydre, émulsifiant : lécithines de tournesol, arôme naturel de vanille) - farine de blé - sucre - beurre concentré 6,5% (soit 7,8% de beurre reconstitué) - poudres à lever : carbonates d'ammonium, carbonates de sodium, diphosphates - poudre de lait écrémé - sel. Traces d'œufs, de graines de sésame, de soja et de fruits à coque."
Chocolat Noir Oranges Confites,100 g,20,4.363517368,0.10429359,0,2,"Pâte de cacao, sucre de canne, beurre de cacao, écorces d'oranges confites 10% (sucre, sirop de glucose, écorces d'orange), vanille moulue, huile essentielle d'orge.
* Ingrédients issus de l'agriculture biologique"
Les Tablettes GOÛT NOISETTE CHOCOLAT AU LAIT,150 g,25,5.918971723,0.11013799,2,3,"Chocolat au lait aux _noisettes_ 48% (sucre, beurre de cacao, pâte de cacao, poudre de _lait_ écrémé, pâte de _noisettes_ 5% (soit 2,4% sur l'ensemble du produit), _lactose_, matière grasse de _lait_ anhydre, émulsifiant : lécithines (tournesol), arômes), farine de _blé_ 36,4%, sucre, _beurre_ pâtissier 6,4%, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates, sirop de glucose - fructose, sel, acidifiant : acide citrique, arôme.
Peut contenir des traces d'oeufs et d'autres fruits à coque."
La barre tablette coeur au lait,125 g (6 x 20.8 g),24,6.738600583,0.11010835,2,2,"Chocolat au lait 38,3% [sucre, beurre de cacao, pâte de cacao, poudre de _lait_ écrémé, _lactose_, matière grasse de _lait_ anhydre, émulsifiant : lécithines (tournesol), arôme], farine de _blé_, sucre, poudre de _lait_ entier 7%, graisse de palme, amidon de _blé_, graisse de coprah, huile de colza, _lactose_, poudre de _lait_ écrémé, poudre à lever : carbonates d'ammonium - carbonates de sodium - diphosphates, sel, émulsifiant : lécithines (tournesol), arômes."
Chocolat dessert pâtissier,2 x 200 g,21,17.110287748,0.10429359,1,1,"cocoa paste, sugar, cocoa butter, emulsifier: lecithins (sunflower), flavour,
traces of nuts, milk and gluten, 
cocoa: 52% minimum,"
Tablette chocolat noir écorces d'Orange,100 g,18,4.363517368,0.10429359,1,1,"Pâte de cacao ; sucre ; écorces d´oranges confites 9 % (sirop de glucose-fructose ; écorces d´oranges 25 % ; sucre ; correcteur d'acidité : acide citrique ; conservateurs : E202, DISULFITE de sodium) ; beurre de cacao ; émulsifiants : lécithines (SOJA et tournesol) ; arôme naturel d'orange ; arôme."
Chocolat noir feves de cacao,100 g,20,17.110287748,0.10429359,1,1,"Pâte de cacao ; sucre ; éclats de fèves de cacao caramélisés 12% (éclats de fèves de cacao, sucre) ; beurre de cacao ; émulsifiant : lécithines (colza) ; arôme naturel de vanille.

Traces de gluten, lait, œufs et fruits à coque.

Cacao: 55% minimum dans le chocolat."
Chocolat noir 3 tablettes Extra fin.,300 g (3 x 100 g),26,17.110287748,0.10429359,1,1,"Pâte de cacao, sucre, lactosérum en poudre (_lait_), beurre de cacao ; émulsifiants : lécithines (_soja_), polyricinoléate de polyglycérol ; arôme."
Chocolat noir tablette,200 g,21,17.110287748,0.10429359,0,1,"Pâte de cacao - sucre - émulsifiants: lécithines de tournesol, E476 - arôme. Cacao: 50% minimum. Traces de fruits à coque, de gluten et de lait."
Bisson Petit Bisson Biscuits Bio Au Beurre Reco?,150 g,19,5.918971723,0.11013799,0,1,"chocolat noir* (48%) (pâte de cacao*, sucre de canne blond* , beurre de cacao*), farine de _blé_ T65*, sucre de canne roux* , _beurre_* (9%), poudres à lever : carbonates d'ammonium - carbonates de sodium, amidon de _blé_* , poudre de _lait_* écrémé, sel marin, acidifiant : acide citrique. *Issus de l'agriculture biologique."
Chocolat noir 70%,100g,17,17.110287748,0.10429359,2,1,"pâte de cacao, sucre de canne, beurre de cacao"
Frigor Noir,100 g,21,17.110287748,0.10429359,1,3,"sugar, cocoa mass, hazelnuts 6%, oil of almonds and hazelnuts, cocoa butter, butterfat, almonds 5%, emulsifier (sunflower lecithin), vanilla extract. May contain other nuts, milk, gluten, and eggs. Chocolate contains: Cocoa solids: 46% minimum."
Petit beurre avec tablette de chocolat noir bio,150 g,18,5.918971723,0.11013799,0,1,"Chocolat noir* 48%, (pâte de cacao*, sucre de canne*, beurre de cacao*), farine de blé*, sucre de canne, beurre* 9%, poudres à lever : carbonates d'ammonium - carbonates de sodium, amidon de blé, poudre de lait écrémé*, sel de Guérande, acidifiant : acide citrique. 
* Ingrédients issus de l'Agriculture Biologique"
Chocolat au lait noisettes,,27,12.741300238,0.10429359,0,1,"Sucre, noisettes et pâte de noisettes (15,9%), pâte de cacao, beurre de cacao, lait entier en poudre 11%, petit-lait en poudre, beurre pâtissier, émulsifiant (lécithines), arôme naturel de vanille."
Chocolat au lait Mmmax Nussini,,25,12.741300238,0.10429359,0,2,"Sucre, graisses végétales palme, noix de coco), beurre de cacao, pâte de cacao, lactosérum en poudre (de lait), poudre de ait écrémé, farine de blé, noisettes (4 %), beurre concentré, émulsifiants (lécithines de soja), amidon de blé, arômes (contient lait), sel, sucre caramélisé, poudre à lever (carbonate acide de sodium)."
Tablette de chocolat au lait,165g,27,12.741300238,0.10429359,0,2,"sucre, beurre de cacao, lait écrémé en poudre, pâte de cacao, matière grasse du lait, noisettes, lactose, perméat de lactosérum (lait), lait entier en poudre, émulsifiant (lécithine de soja), amidon, matière grasse de palme, matière grasse de karité, sirop de glucose, stabilisant (gomme arabique), colorants*, dextrine, agent d'enrobage (cire de carnauba), extrait de vanille, huile de palmiste, sel, arôme."
Tablette de chocolat,N/A,N/A,N/A,N/A,0,1,N/A
Chocolat noir noisettes entières,200 g,24,17.110287748,0.10429359,2,1,"Pâte de cacao* 1, sucre de canne*, NOISETTES* entières torréfiées 25%, beurre de cacao*1, BEURRE concentré*, émulsifiant : lécithines de tournesol*, extrait de vanille* cacao : 55% minimum dans le chocolat noir seul. *ingrédient issu de l'agriculture biologique. 1 fèves de cacao provenant du programme transparence cacao Traces éventuelles d'autres fruits à coque et de céréales contenant du gluten."
Biscuits tablette au chocolat noir,,22,6.738600583,0.11010835,0,1,N/A
Chocolat noir 85% Abinao,70 g,20,17.110287748,0.10429359,0,1,N/A
Chocolat pâtissier,200 g,11,17.110287748,0.10429359,0,1,"Sucre, pâte de cacao, beurre de cacao, émulsifiants: lécithines de tournesol et polyricinoléate de polyglycérol, arôme vanille. Cacao: 44% minimum. Traces éventuelle de fruits à coque, céréales contenant du gluten et lait."
Ferrero Rocher - Lait - Noisettes Et Amandes,90 g,26,12.741300238,0.10429359,1,1,"Sucre, beurre de cacao, LAIT écrémé en poudre, huile de palme, NOISETTES 8,5%, pâte de cacao, AMANDES 6,5%, LAIT en poudre, BEURRE concentré, cacao maigre en poudre, émulsifiants (lécithines [SOJA]); sel, arômes."
Noir - Sucre de Fleur de Coco,100 g,16,17.110287748,0.10429359,2,3,"Pâte de cacao* (fève de cacao d'origine Pérou et République Dominicaine), sucre de fleur de coco* (28%), beurre de cacao*. *biologique. Cacao: 70% minimum.
Peut contenir des traces de fruits à coque et de lait."
12 Biscuits avec Tablette parfum Chocolat Au Lait,150 g,24,6.738600583,0.11010835,0,1,"Farine de _blé_, sucre, huile de palmiste hydrogénée, huile de palme non hydrogénée, _lactosérum_ en poudre, cacao maigre en poudre 3,1 %, poudre de _lait_ écrémé 2,2 %, _lactose_, sirop de glucose, poudre à lever : carbonates d'ammonium, carbonates de sodium, acide citrique, sel, arômes, émulsifiant : lécithines."
Chocolat au lait familial 3x,3 x 100 g,24,N/A,N/A,1,1,"Sucre - beurre de cacao* - poudre de lait écrémé du pays Alpin 17% - pâte de cacao* - lactosérum en poudre - matière grasse de lait anhydre - pâte de noisettes - émulsifiant: lécithines de tournesol - arôme naturel de vanille.
Cacao : 30% minimum.
Traces de fruits à coque et de gluten.
 
*Certifié Rainforest Alliance"
Mention Bien Chocolat au Lait et aux Noisettes,150 g,23,6.738600583,0.11010835,1,2,"Chocolat au lait et aux noisettes 48% (sucre - beurre de cacao - lait entier en poudre - pâte de cacao - pâte de noisette 2,4% - lactose - noisettes 0,9% - émulsifiant : lécithines de tournesol - arômes) - farine de blé - sucre - beurre concentré 6,4% (soit 7,6% de beurre reconstitué) - poudres à lever : carbonates d'ammonium, carbonates de sodium, diphosphates - sirop de glucose-fructose - sel - acidifiant : acide citrique."
Chocolat Noir st domingue aux eclats de postaches,100 g,16,17.110287748,0.10429359,1,1,"Pâte de cacao de St Domingue* - sucre - beurre de cacao * - cacao maigre en poudre* - éclats de pistache 8.8% - arômes naturels - émulsifiant : lécithines de tournesol
Cacao : 72% minimum dans le chocolat
Traces de céréales contenant du gluten, lait, oeuf et autres fruits à coque.
 
*Certifié Rainforest Alliance. Pour en savoir plus: www.ra.org"
Blanc noisettes croquantes,200 g,25,11.318443968,0.10429359,1,1,"sugar, whole hazelnuts 25%, cocoa butter, whole milk powder, whey powder ( milk ), anhydrous milk fat, emulsifier: sunflower lecithins, vanilla flavor,"
Petit Beurre avec tablette de chocolat au lait BIO (lot de 2),300 g (2 x 150 g),25,5.918971723,0.11013799,1,1,"Chocolat au lait* 48% (sucre de canne*, beurre de cacao*, poudre de _lait_ entier*, pâte de cacao*, émulsifiant : lécithines (_soja_))(cacao : 36% minimum), farine de _blé_* 34%, sucre*, beurre* 9% (_lait_), poudres à lever : carbonates d'ammonium - carbonates de sodium, amidon de _blé_*, poudre de _lait_ écrémé*, sel, acidifiant : acide citrique. *Issus de l'agriculture biologique."
Biscuits Petit beurre Tablette chocolat noir,150 g,22,6.738600583,0.11010835,1,1,"Chocolat noir* 48% (pâte de cacao*, sucre de canne*. beurre de cacao*), farine de _blé_* 35%, sucre de canne*, beurre* (dont _lait_) 9%, poudres à lever : carbonates d'ammonium - carbonates de sodium, amidon de _blé_*, poudre de _lait_ écrémé*, sel de Guérande, acidifiant : acide citrique. * Issus de l'agriculture biologique."
La Brésilienne,180 g,21,17.110287748,0.10429359,1,1,N/A
Petit beurre Tablette chocolat noir,150 g,22,5.918971723,0.11013799,1,1,"Biscuit 52% : farine de blé (contient gluten), sucre, beurre concentré 12,6% (contient lait) (soit 15% de beurre reconstitué), lait entier en poudre, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates ; blancs et jaunes d’œufs en poudre, sel, arôme.
Chocolat noir 48% : sucre, pâte de cacao, beurre de cacao, lactose (lait), matière grasse de lait anhydre, lait écrémé en poudre, émulsifiant : lécithines (tournesol), arôme."
Choco crac' Chocolat au lait 2 tablettes Aux cereales Croustillantes. Pur beurre de cacao.,,28,12.741300238,0.10429359,1,1,"Sucre, beurre de cacao, céréales croustillantes 15% (farine de riz 65%, sucre, malt de blé (contient gluten), farine de maïs, gluten de blé, dextrose, sel), poudre de lait écrémé (14%), pâte de cacao, lactosérum en poudre (lait), matière grasse de lait anhydre (3,8%), pâte de noisettes (fruits à coque), émulsifiant: lécithines (tournesol)) arôme vanille. Cacao : 30% minimum dans le chocolat seul. Traces éventuelles d'autres fruits à coque."
Petit beurre Tablette - chocolat noisettes,150 g,26,6.738600583,0.11010835,1,1,"Biscuit 52% : Farine de blé (contient gluten), sucre, beurre concentré 12,6% (contient lait origine UE, Suisse) (soit 15% de beurre reconstitué), lait entier en poudre (origine UE, Suisse), poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates ; blancs et jaunes d'oeufs en poudre, sel, arôme. Chocolat lait noisette 48% : sucre, beurre et pâte de cacao, lait écrémé en poudre (origine UE/hors UE) 10,5%, lactose (lait origine UE/hors UE), noisettes 5% (fruit à coque), matière grasse de lait anhydre (origine UE/hors UE), émulsifiant : lécithines (tournesol), arôme."
Petit Beurre Tablette Chocolat au Lait,150 g,24,5.918971723,0.11013799,1,1,"biscuit 52%: wheat flour (contains gluten), sugar, concentrated butter 12.6% (contains milk) (i.e. 15% reconstituted butter), whole milk powder, baking powders: ammonium carbonates - sodium carbonates · diphosphates , powdered egg whites and yolks, salt, flavor,  
milk chocolate 48%: sugar, butter and cocoa paste, skimmed milk powder 9.5%, lactose (milk), anhydrous milk fat, emulsifier: lecithins (sunflower), flavour,"
Petit beurre tablette de chocolat noir,10 pochon de 2 soit 250 g,21,5.918971723,0.11013799,1,1,"Chocolat noir 48% (sucre, pâte de cacao, beurre de cacao, lactose, matière grasse de lait anhydre, poudre de lait écrémé, émulsifiant : lécithines de tournesol, arôme naturel de vanille), farine de ble, sucre, beurre pâtissier 6,5%, oeufs, poudre de lait écrémé, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates, sel. traces éventuelles de soja, de fruits à coque et de graines de sésame."
